fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality;name
6.4;0.5;0.16;12.9;0.042;26.0;138.0;0.9974;3.28;0.33;9.0;5;w1119
6.7;0.105;0.32;12.4;0.051;34.0;106.0;0.998;3.54;0.45;9.2;6;w1120
6.0;0.4;0.3;1.6;0.047;30.0;117.0;0.9931;3.17;0.48;10.1;6;w1121
6.6;0.25;0.39;1.45;0.04;40.0;89.0;0.9911;3.35;0.4;11.4;7;w1122
9.8;0.36;0.45;1.6;0.042;11.0;124.0;0.9944;2.93;0.46;10.8;5;w1123
9.6;0.23;0.4;1.5;0.044;19.0;135.0;0.9937;2.96;0.49;10.9;5;w1124
6.3;0.55;0.45;13.0;0.047;33.0;182.0;0.9974;3.2;0.46;9.2;6;w1125
6.5;0.115;0.29;1.95;0.038;73.0;166.0;0.989;3.12;0.25;12.9;7;w1126
6.4;0.125;0.29;5.85;0.042;24.0;99.0;0.992;3.23;0.32;12.0;7;w1127
5.7;0.1;0.27;1.3;0.047;21.0;100.0;0.9928;3.27;0.46;9.5;5;w1128
7.9;0.25;0.29;5.3;0.031;33.0;117.0;0.9918;3.06;0.32;11.8;7;w1129
6.9;0.2;0.28;1.2;0.048;36.0;159.0;0.9936;3.19;0.43;9.1;6;w1130
6.9;0.23;0.34;4.0;0.047;24.0;128.0;0.9944;3.2;0.52;9.7;6;w1131
6.8;0.39;0.31;14.35;0.043;28.0;162.0;0.9988;3.17;0.54;9.1;5;w1132
8.7;0.22;0.42;2.3;0.053;27.0;114.0;0.994;2.99;0.43;10.0;5;w1133
7.4;0.41;0.34;4.7;0.042;19.0;127.0;0.9953;3.25;0.42;10.4;5;w1134
6.7;0.25;0.34;12.85;0.048;30.0;161.0;0.9986;3.44;0.47;9.5;6;w1135
6.0;0.26;0.42;5.2;0.027000000000000003;70.0;178.0;0.9914;3.4;0.4;12.3;8;w1136
6.1;0.31;0.37;8.4;0.031;70.0;170.0;0.9934;3.42;0.4;11.7;8;w1137
9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;5;w1138
9.0;0.31;0.49;6.9;0.034;26.0;91.0;0.9937;2.99;0.34;11.5;5;w1139
8.5;0.16;0.33;1.0;0.076;17.0;57.0;0.9921;3.14;0.46;10.6;6;w1140
9.3;0.34;0.49;7.3;0.052000000000000005;30.0;146.0;0.998;3.17;0.61;10.2;5;w1141
9.2;0.28;0.46;3.2;0.058;39.0;133.0;0.996;3.14;0.58;9.5;5;w1142
7.2;0.24;0.3;1.6;0.048;27.0;131.0;0.9933;3.25;0.45;10.5;5;w1143
7.2;0.25;0.32;1.5;0.047;27.0;132.0;0.9933;3.26;0.44;10.5;5;w1144
6.8;0.32;0.18;7.5;0.041;71.0;223.0;0.9959;3.14;0.41;8.9;5;w1145
9.1;0.27;0.32;1.1;0.031;15.0;151.0;0.9936;3.03;0.41;10.6;5;w1146
8.9;0.34;0.32;1.3;0.041;12.0;188.0;0.9953;3.17;0.49;9.5;5;w1147
7.0;0.17;0.37;5.7;0.025;29.0;111.0;0.9938;3.2;0.49;10.8;6;w1148
6.7;0.25;0.23;7.2;0.038;61.0;220.0;0.9952;3.14;0.35;9.5;5;w1149
6.9;0.32;0.17;7.6;0.042;69.0;219.0;0.9959;3.13;0.4;8.9;5;w1150
6.8;0.32;0.18;7.5;0.041;71.0;223.0;0.9959;3.14;0.41;8.9;5;w1151
6.1;0.6;0.0;1.3;0.042;24.0;79.0;0.9937;3.31;0.38;9.4;4;w1152
5.3;0.395;0.07;1.3;0.035;26.0;102.0;0.992;3.5;0.35;10.6;6;w1153
7.9;0.16;0.3;4.8;0.037000000000000005;37.0;171.0;0.9967;3.47;0.44;9.0;4;w1154
7.6;0.33;0.36;2.1;0.034;26.0;172.0;0.9944;3.42;0.48;10.5;4;w1155
7.8;0.3;0.29;16.85;0.054000000000000006;23.0;135.0;0.9998;3.16;0.38;9.0;6;w1156
7.8;0.3;0.29;16.85;0.054000000000000006;23.0;135.0;0.9998;3.16;0.38;9.0;6;w1157
5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6;w1158
7.8;0.3;0.29;16.85;0.054000000000000006;23.0;135.0;0.9998;3.16;0.38;9.0;6;w1159
7.5;0.14;0.34;1.3;0.055;50.0;153.0;0.9945;3.29;0.8;9.6;6;w1160
7.8;0.3;0.29;16.85;0.054000000000000006;23.0;135.0;0.9998;3.16;0.38;9.0;6;w1161
6.6;0.25;0.41;7.4;0.043;29.0;151.0;0.9946;3.15;0.6;10.2;7;w1162
5.7;0.26;0.27;4.1;0.201;73.5;189.5;0.9942;3.27;0.38;9.4;6;w1163
8.2;0.23;0.49;0.9;0.057;15.0;73.0;0.9928;3.07;0.38;10.4;6;w1164
6.0;0.24;0.32;6.3;0.03;34.0;129.0;0.9946;3.52;0.41;10.4;5;w1165
6.1;0.45;0.27;0.8;0.039;13.0;82.0;0.9927;3.23;0.32;9.5;5;w1166
7.4;0.23;0.43;1.4;0.044;22.0;113.0;0.9938;3.22;0.62;10.6;6;w1167
7.2;0.2;0.38;1.0;0.037000000000000005;21.0;74.0;0.9918;3.21;0.37;11.0;5;w1168
7.5;0.14;0.34;1.3;0.055;50.0;153.0;0.9945;3.29;0.8;9.6;6;w1169
7.7;0.25;0.43;4.5;0.062;20.0;115.0;0.9966;3.38;0.5;9.9;6;w1170
8.2;0.61;0.45;5.4;0.03;15.0;118.0;0.9954;3.14;0.34;9.6;5;w1171
7.6;0.21;0.44;1.9;0.036000000000000004;10.0;119.0;0.9913;3.01;0.7;12.8;6;w1172
7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;5;w1173
7.2;0.26;0.26;12.7;0.036000000000000004;49.0;214.0;0.9986;3.41;0.5;10.0;6;w1174
6.4;0.25;0.41;8.6;0.042;57.0;173.0;0.9965;3.0;0.44;9.1;5;w1175
6.3;0.32;0.35;11.1;0.039;29.0;198.0;0.9984;3.36;0.5;9.4;7;w1176
6.8;0.25;0.29;2.0;0.042;19.0;189.0;0.9952;3.46;0.54;10.2;6;w1177
9.8;0.44;0.4;2.8;0.036000000000000004;35.0;167.0;0.9956;2.97;0.39;9.2;5;w1178
7.2;0.2;0.25;4.5;0.044;31.0;109.0;0.9949;3.23;0.36;9.4;5;w1179
8.2;0.61;0.45;5.4;0.03;15.0;118.0;0.9954;3.14;0.34;9.6;5;w1180
7.5;0.42;0.45;9.1;0.029;20.0;125.0;0.996;3.12;0.36;10.1;6;w1181
7.4;0.22;0.33;2.0;0.045;31.0;101.0;0.9931;3.42;0.55;11.4;5;w1182
6.4;0.26;0.3;2.2;0.025;33.0;134.0;0.992;3.21;0.47;10.6;6;w1183
7.9;0.46;0.32;4.1;0.033;40.0;138.0;0.9912;3.18;0.44;12.8;7;w1184
6.5;0.41;0.64;11.8;0.065;65.0;225.0;0.9978;3.12;0.51;8.9;5;w1185
7.5;0.32;0.37;1.2;0.048;22.0;184.0;0.9938;3.09;0.43;9.3;5;w1186
6.6;0.21;0.38;2.2;0.026;40.0;104.0;0.9914;3.25;0.4;11.1;8;w1187
7.1;0.21;0.3;1.4;0.037000000000000005;45.0;143.0;0.9932;3.13;0.33;9.9;6;w1188
7.6;0.26;0.47;1.6;0.068;5.0;55.0;0.9944;3.1;0.45;9.6;5;w1189
7.6;0.21;0.44;1.9;0.036000000000000004;10.0;119.0;0.9913;3.01;0.7;12.8;6;w1190
6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;10.7;7;w1191
7.1;0.26;0.32;14.45;0.07400000000000001;29.0;107.0;0.998;2.96;0.42;9.2;6;w1192
7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7;w1193
6.2;0.37;0.22;8.3;0.025;36.0;216.0;0.9964;3.33;0.6;9.6;6;w1194
7.9;0.22;0.45;14.2;0.038;53.0;141.0;0.9992;3.03;0.46;9.2;6;w1195
6.9;0.25;0.26;5.2;0.024;36.0;135.0;0.9948;3.16;0.72;10.7;7;w1196
7.3;0.22;0.4;14.75;0.042;44.5;129.5;0.9998;3.36;0.41;9.1;7;w1197
7.1;0.26;0.32;14.45;0.07400000000000001;29.0;107.0;0.998;2.96;0.42;9.2;6;w1198
7.4;0.25;0.37;6.9;0.02;14.0;93.0;0.9939;3.0;0.48;10.7;7;w1199
6.8;0.18;0.37;1.5;0.027000000000000003;37.0;93.0;0.992;3.3;0.45;10.8;6;w1200
7.0;0.17;0.37;1.5;0.028;26.0;75.0;0.9922;3.3;0.46;10.8;7;w1201
6.4;0.3;0.38;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;9.0;5;w1202
5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;w1203
5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;w1204
8.9;0.33;0.32;1.5;0.047;11.0;200.0;0.9954;3.19;0.46;9.4;5;w1205
7.0;0.26;0.46;15.55;0.037000000000000005;61.0;171.0;0.9986;2.94;0.35;8.8;6;w1206
6.4;0.3;0.38;7.8;0.046;35.0;192.0;0.9955;3.1;0.37;9.0;5;w1207
6.3;0.21;0.4;1.7;0.031;48.0;134.0;0.9917;3.42;0.49;11.5;6;w1208
8.0;0.23;0.46;1.5;0.03;30.0;125.0;0.9907;3.23;0.47;12.5;6;w1209
9.2;0.28;0.41;1.0;0.042;14.0;59.0;0.9922;2.96;0.25;10.5;6;w1210
7.3;0.27;0.39;6.7;0.064;28.0;188.0;0.9958;3.29;0.3;9.7;5;w1211
7.6;0.32;0.36;1.6;0.04;32.0;155.0;0.993;3.23;0.52;11.3;6;w1212
5.0;0.33;0.16;1.5;0.049;10.0;97.0;0.9917;3.48;0.44;10.7;6;w1213
9.7;0.24;0.45;1.2;0.033;11.0;59.0;0.9926;2.74;0.47;10.8;6;w1214
8.0;0.28;0.42;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;10.6;5;w1215
8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8;w1216
8.0;0.61;0.38;12.1;0.301;24.0;220.0;0.9993;2.94;0.48;9.2;5;w1217
7.2;0.26;0.44;7.1;0.027000000000000003;25.0;126.0;0.993;3.02;0.34;11.1;8;w1218
8.2;0.37;0.36;1.0;0.034;17.0;93.0;0.9906;3.04;0.32;11.7;8;w1219
6.4;0.23;0.33;1.15;0.044;15.5;217.5;0.992;3.33;0.44;11.0;6;w1220
5.9;0.4;0.32;6.0;0.034;50.0;127.0;0.992;3.51;0.58;12.5;7;w1221
7.6;0.28;0.39;1.2;0.038;21.0;115.0;0.994;3.16;0.67;10.0;6;w1222
8.0;0.28;0.42;7.1;0.045;41.0;169.0;0.9959;3.17;0.43;10.6;5;w1223
7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7;w1224
6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;6;w1225
7.2;0.23;0.39;2.3;0.033;29.0;102.0;0.9908;3.26;0.54;12.3;7;w1226
6.9;0.18;0.38;6.5;0.039;20.0;110.0;0.9943;3.1;0.42;10.5;5;w1227
9.4;0.26;0.53;1.2;0.047;25.0;109.0;0.9921;3.23;0.28;12.5;6;w1228
8.3;0.33;0.42;1.15;0.033;18.0;96.0;0.9911;3.2;0.32;12.4;3;w1229
7.3;0.29;0.3;13.0;0.043;46.0;238.0;0.9986;3.06;0.41;8.7;6;w1230
7.9;0.41;0.37;4.5;0.03;40.0;114.0;0.992;3.17;0.54;12.4;7;w1231
7.9;0.44;0.37;5.85;0.033;27.0;93.0;0.992;3.16;0.54;12.6;7;w1232
7.7;0.39;0.3;5.2;0.037000000000000005;29.0;131.0;0.9943;3.38;0.44;11.0;6;w1233
7.7;0.26;0.31;1.3;0.043;47.0;155.0;0.9937;3.42;0.5;10.1;6;w1234
7.8;0.32;0.31;1.7;0.036000000000000004;46.0;195.0;0.993;3.03;0.48;10.5;5;w1235
6.8;0.32;0.37;3.4;0.023;19.0;87.0;0.9902;3.14;0.53;12.7;6;w1236
7.3;0.24;0.39;3.6;0.024;35.0;116.0;0.9928;3.17;0.51;10.9;5;w1237
7.1;0.44;0.37;2.7;0.041;35.0;128.0;0.9896;3.07;0.43;13.5;7;w1238
10.3;0.25;0.48;2.2;0.042;28.0;164.0;0.998;3.19;0.59;9.7;5;w1239
7.9;0.14;0.28;1.8;0.041;44.0;178.0;0.9954;3.45;0.43;9.2;6;w1240
7.4;0.18;0.42;2.1;0.036000000000000004;33.0;187.0;0.9938;3.4;0.41;10.6;7;w1241
8.1;0.43;0.42;6.6;0.033;36.0;141.0;0.9918;2.98;0.39;13.3;7;w1242
7.1;0.44;0.37;2.7;0.041;35.0;128.0;0.9896;3.07;0.43;13.5;7;w1243
6.4;0.26;0.22;5.1;0.037000000000000005;23.0;131.0;0.9944;3.29;0.32;10.1;5;w1244
8.0;0.66;0.72;17.55;0.042;62.0;233.0;0.9999;2.92;0.68;9.4;4;w1245
8.0;0.2;0.4;5.2;0.055;41.0;167.0;0.9953;3.18;0.4;10.6;7;w1246
7.2;0.21;0.34;1.1;0.046;25.0;80.0;0.992;3.25;0.4;11.3;6;w1247
7.2;0.18;0.31;1.1;0.045;20.0;73.0;0.9925;3.32;0.4;10.8;7;w1248
8.4;0.57;0.44;10.7;0.051;46.0;195.0;0.9981;3.15;0.51;10.4;5;w1249
5.3;0.26;0.23;5.15;0.034;48.0;160.0;0.9952;3.82;0.51;10.5;7;w1250
5.7;0.245;0.33;1.1;0.049;28.0;150.0;0.9927;3.13;0.42;9.3;5;w1251
5.6;0.245;0.32;1.1;0.047;24.0;152.0;0.9927;3.12;0.42;9.3;6;w1252
7.3;0.25;0.41;1.8;0.037000000000000005;52.0;165.0;0.9911;3.29;0.39;12.2;7;w1253
7.0;0.16;0.73;1.0;0.138;58.0;150.0;0.9936;3.08;0.3;9.2;5;w1254
6.4;0.22;0.34;1.8;0.057;29.0;104.0;0.9959;3.81;0.57;10.3;6;w1255
7.3;0.18;0.65;1.4;0.046;28.0;157.0;0.9946;3.33;0.62;9.4;6;w1256
6.4;0.17;0.27;6.7;0.036000000000000004;88.0;223.0;0.9948;3.28;0.35;10.2;6;w1257
6.9;0.29;0.16;6.8;0.034;65.0;212.0;0.9955;3.08;0.39;9.0;6;w1258
6.2;0.21;0.38;6.8;0.036000000000000004;64.0;245.0;0.9951;3.06;0.36;9.3;6;w1259
6.4;0.23;0.3;7.1;0.037000000000000005;63.0;236.0;0.9952;3.06;0.34;9.2;6;w1260
7.3;0.19;0.68;1.5;0.05;31.0;156.0;0.9946;3.32;0.64;9.4;6;w1261
7.3;0.18;0.65;1.4;0.046;28.0;157.0;0.9946;3.33;0.62;9.4;6;w1262
9.6;0.29;0.46;1.45;0.039;77.5;223.0;0.9944;2.92;0.46;9.5;6;w1263
7.2;0.14;0.35;1.2;0.036000000000000004;15.0;73.0;0.9938;3.46;0.39;9.9;5;w1264
6.9;0.31;0.34;7.4;0.059;36.0;174.0;0.9963;3.46;0.62;11.1;7;w1265
7.5;0.28;0.34;4.2;0.028;36.0;116.0;0.991;2.99;0.41;12.3;8;w1266
8.0;0.22;0.42;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;8.6;7;w1267
7.6;0.31;0.29;10.5;0.04;21.0;145.0;0.9966;3.04;0.35;9.4;5;w1268
8.4;0.35;0.56;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;9.4;6;w1269
8.0;0.22;0.42;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;8.6;7;w1270
8.1;0.5;0.47;1.1;0.037000000000000005;23.0;126.0;0.9938;3.21;0.42;10.9;5;w1271
7.0;0.39;0.31;5.3;0.16899999999999998;32.0;162.0;0.9965;3.2;0.48;9.4;5;w1272
8.1;0.5;0.47;1.1;0.037000000000000005;23.0;126.0;0.9938;3.21;0.42;10.9;5;w1273
8.4;0.35;0.56;13.8;0.048;55.0;190.0;0.9993;3.07;0.58;9.4;6;w1274
6.2;0.22;0.27;1.5;0.064;20.0;132.0;0.9938;3.22;0.46;9.2;6;w1275
8.0;0.22;0.42;14.6;0.044;45.0;163.0;1.0003;3.21;0.69;8.6;7;w1276
7.6;0.31;0.29;10.5;0.04;21.0;145.0;0.9966;3.04;0.35;9.4;5;w1277
7.0;0.24;0.36;4.9;0.083;10.0;133.0;0.9942;3.33;0.37;10.8;6;w1278
6.6;0.27;0.3;1.9;0.025;14.0;153.0;0.9928;3.29;0.62;10.5;6;w1279
7.8;0.16;0.41;1.7;0.026;29.0;140.0;0.991;3.02;0.78;12.5;6;w1280
7.7;0.27;0.34;1.8;0.028;26.0;168.0;0.9911;2.99;0.48;12.1;7;w1281
7.4;0.31;0.74;10.7;0.039;51.0;147.0;0.9977;3.02;0.43;8.7;5;w1282
8.0;0.45;0.36;8.8;0.026;50.0;151.0;0.9927;3.07;0.25;12.7;8;w1283
7.7;0.27;0.34;1.8;0.028;26.0;168.0;0.9911;2.99;0.48;12.1;7;w1284
7.8;0.16;0.41;1.7;0.026;29.0;140.0;0.991;3.02;0.78;12.5;6;w1285
6.6;0.16;0.29;1.8;0.05;40.0;147.0;0.9912;3.06;0.44;11.4;7;w1286
8.3;0.21;0.4;1.6;0.032;35.0;110.0;0.9907;3.02;0.6;12.9;7;w1287
7.2;0.32;0.33;1.4;0.029;29.0;109.0;0.9902;3.15;0.51;12.8;7;w1288
6.6;0.16;0.3;1.6;0.034;15.0;78.0;0.992;3.38;0.44;11.2;6;w1289
8.4;0.16;0.33;1.5;0.033;16.0;98.0;0.994;3.14;0.42;9.7;6;w1290
7.5;0.23;0.32;9.2;0.038;54.0;191.0;0.9966;3.04;0.56;9.7;6;w1291
6.2;0.17;0.3;1.1;0.037000000000000005;14.0;79.0;0.993;3.5;0.54;10.3;6;w1292
6.9;0.39;0.22;4.3;0.03;10.0;102.0;0.993;3.0;0.87;11.6;4;w1293
6.9;0.41;0.22;4.2;0.031;10.0;102.0;0.993;3.0;0.86;11.6;4;w1294
7.5;0.23;0.32;9.2;0.038;54.0;191.0;0.9966;3.04;0.56;9.7;6;w1295
7.5;0.38;0.33;5.0;0.045;30.0;131.0;0.9942;3.32;0.44;10.9;6;w1296
7.3;0.42;0.38;6.8;0.045;29.0;122.0;0.9925;3.19;0.37;12.6;7;w1297
7.3;0.34;0.39;5.2;0.04;45.0;163.0;0.9925;3.3;0.47;12.4;6;w1298
7.8;0.23;0.28;4.75;0.042;45.0;166.0;0.9928;2.96;0.4;11.5;5;w1299
9.0;0.245;0.38;5.9;0.045;52.0;159.0;0.995;2.93;0.35;10.2;6;w1300
6.9;0.2;0.4;7.7;0.032;51.0;176.0;0.9939;3.22;0.27;11.4;5;w1301
7.4;0.19;0.42;6.4;0.067;39.0;212.0;0.9958;3.3;0.33;9.6;6;w1302
8.2;0.2;0.36;8.1;0.035;60.0;163.0;0.9952;3.05;0.3;10.3;6;w1303
8.0;0.59;0.71;17.35;0.038;61.0;228.0;1.0;2.95;0.75;9.3;5;w1304
7.9;0.14;0.45;1.8;0.05;17.0;114.0;0.9948;3.33;0.49;10.7;7;w1305
6.8;0.24;0.4;1.8;0.047;34.0;105.0;0.99;3.13;0.49;12.8;8;w1306
9.7;0.14;0.59;1.5;0.049;23.0;142.0;0.9958;2.98;0.62;9.5;5;w1307
9.2;0.15;0.68;1.6;0.046;22.0;130.0;0.9948;3.02;0.45;10.4;6;w1308
9.4;0.17;0.55;1.6;0.049;14.0;94.0;0.9949;3.02;0.61;10.3;6;w1309
5.2;0.365;0.08;13.5;0.041;37.0;142.0;0.997;3.46;0.39;9.9;6;w1310
6.3;0.23;0.22;3.75;0.039;37.0;116.0;0.9927;3.23;0.5;10.7;6;w1311
9.6;0.25;0.54;1.3;0.04;16.0;160.0;0.9938;2.94;0.43;10.5;5;w1312
9.2;0.32;0.42;1.3;0.046;14.0;186.0;0.9949;3.08;0.48;9.6;5;w1313
6.4;0.31;0.4;6.2;0.04;46.0;169.0;0.9953;3.15;0.46;9.3;6;w1314
8.1;0.2;0.36;9.7;0.044;63.0;162.0;0.997;3.1;0.46;10.0;6;w1315
7.9;0.255;0.26;2.0;0.026;40.0;190.0;0.9932;3.04;0.39;11.2;6;w1316
7.0;0.15;0.34;1.4;0.039;21.0;177.0;0.9927;3.32;0.62;10.8;5;w1317
6.4;0.15;0.31;1.1;0.044;25.0;96.0;0.9932;3.54;0.51;10.3;6;w1318
6.4;0.25;0.53;6.6;0.038;59.0;234.0;0.9955;3.03;0.42;8.8;5;w1319
7.6;0.19;0.42;1.5;0.044;6.0;114.0;0.9914;3.04;0.74;12.8;6;w1320
7.3;0.43;0.37;4.6;0.028;17.0;114.0;0.991;3.23;0.43;13.2;6;w1321
5.1;0.31;0.3;0.9;0.037000000000000005;28.0;152.0;0.992;3.54;0.56;10.1;6;w1322
6.2;0.2;0.26;1.7;0.093;40.0;161.0;0.9924;3.44;0.66;11.0;5;w1323
6.9;0.16;0.35;1.3;0.043;21.0;182.0;0.9927;3.25;0.62;10.8;6;w1324
7.7;0.32;0.48;2.3;0.04;28.0;114.0;0.9911;3.2;0.52;12.8;7;w1325
6.5;0.22;0.72;6.8;0.042;33.0;168.0;0.9958;3.12;0.36;9.2;6;w1326
6.8;0.26;0.33;1.5;0.047;44.0;167.0;0.9928;3.12;0.44;10.5;6;w1327
5.2;0.37;0.33;1.2;0.028;13.0;81.0;0.9902;3.37;0.38;11.7;6;w1328
8.4;0.19;0.43;2.1;0.052000000000000005;20.0;104.0;0.994;2.85;0.46;9.5;5;w1329
8.3;0.21;0.41;2.2;0.05;24.0;108.0;0.994;2.85;0.45;9.5;5;w1330
6.8;0.15;0.32;8.8;0.058;24.0;110.0;0.9972;3.4;0.4;8.8;6;w1331
7.9;0.16;0.64;17.0;0.05;69.0;210.0;1.0004;3.15;0.51;9.3;7;w1332
7.8;0.21;0.39;1.8;0.034;62.0;180.0;0.991;3.09;0.75;12.6;8;w1333
9.0;0.24;0.5;1.2;0.048;26.0;107.0;0.9918;3.21;0.34;12.4;6;w1334
5.7;0.21;0.24;2.3;0.047;60.0;189.0;0.995;3.65;0.72;10.1;6;w1335
7.8;0.29;0.36;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;11.2;8;w1336
6.7;0.18;0.3;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;10.0;5;w1337
6.7;0.18;0.3;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;10.0;5;w1338
8.4;0.58;0.27;12.15;0.033;37.0;116.0;0.9959;2.99;0.39;10.8;6;w1339
7.2;0.16;0.32;0.8;0.04;50.0;121.0;0.9922;3.27;0.33;10.0;6;w1340
7.6;0.54;0.23;2.0;0.029;13.0;151.0;0.9931;3.04;0.33;10.4;5;w1341
8.4;0.58;0.27;12.15;0.033;37.0;116.0;0.9959;2.99;0.39;10.8;6;w1342
6.6;0.25;0.31;12.4;0.059;52.0;181.0;0.9984;3.51;0.47;9.8;6;w1343
7.3;0.23;0.37;1.9;0.041;51.0;165.0;0.9908;3.26;0.4;12.2;8;w1344
7.3;0.39;0.37;1.1;0.043;36.0;113.0;0.991;3.39;0.48;12.7;8;w1345
7.0;0.46;0.39;6.2;0.039;46.0;163.0;0.9928;3.21;0.35;12.2;7;w1346
8.2;0.35;0.4;6.3;0.039;35.0;162.0;0.9936;3.15;0.34;11.9;7;w1347
7.8;0.29;0.36;7.0;0.042;38.0;161.0;0.9941;3.26;0.37;11.2;8;w1348
9.2;0.35;0.39;0.9;0.042;15.0;61.0;0.9924;2.96;0.28;10.4;4;w1349
8.0;0.57;0.39;3.9;0.034;22.0;122.0;0.9917;3.29;0.67;12.8;7;w1350
6.5;0.37;0.33;3.9;0.027000000000000003;40.0;130.0;0.9906;3.28;0.39;12.7;7;w1351
5.7;0.21;0.24;2.3;0.047;60.0;189.0;0.995;3.65;0.72;10.1;6;w1352
6.7;0.18;0.3;6.4;0.048;40.0;251.0;0.9956;3.29;0.52;10.0;5;w1353
7.8;0.13;0.3;1.8;0.04;43.0;179.0;0.9955;3.43;0.41;9.0;5;w1354
7.6;0.19;0.41;1.1;0.04;38.0;143.0;0.9907;2.92;0.42;11.4;5;w1355
7.3;0.22;0.41;15.4;0.05;55.0;191.0;1.0;3.32;0.59;8.9;6;w1356
6.3;0.29;0.4;6.5;0.039;43.0;167.0;0.9953;3.15;0.44;9.3;6;w1357
6.8;0.35;0.32;2.4;0.048;35.0;103.0;0.9911;3.28;0.46;12.0;8;w1358
6.5;0.19;0.32;1.4;0.04;31.0;132.0;0.9922;3.36;0.54;10.8;7;w1359
6.2;0.12;0.26;5.7;0.044;56.0;158.0;0.9951;3.52;0.37;10.5;6;w1360
6.0;0.13;0.28;5.7;0.038;56.0;189.5;0.9948;3.59;0.43;10.6;7;w1361
6.4;0.25;0.33;1.4;0.04;42.0;115.0;0.9906;3.19;0.48;11.3;7;w1362
6.9;0.32;0.16;1.4;0.051;15.0;96.0;0.994;3.22;0.38;9.5;4;w1363
7.6;0.19;0.41;1.1;0.04;38.0;143.0;0.9907;2.92;0.42;11.4;5;w1364
6.7;0.13;0.28;1.2;0.046;35.0;140.0;0.9927;3.33;0.33;10.1;7;w1365
7.0;0.14;0.41;0.9;0.037000000000000005;22.0;95.0;0.9914;3.25;0.43;10.9;6;w1366
7.6;0.27;0.24;3.8;0.058;19.0;115.0;0.9958;3.15;0.45;8.9;5;w1367
7.3;0.22;0.41;15.4;0.05;55.0;191.0;1.0;3.32;0.59;8.9;6;w1368
7.4;0.64;0.47;14.15;0.168;42.0;185.0;0.9984;2.9;0.49;9.3;5;w1369
7.6;0.28;0.39;1.9;0.052000000000000005;23.0;116.0;0.9941;3.25;0.4;10.4;6;w1370
8.3;0.26;0.41;9.2;0.042;41.0;162.0;0.9944;3.1;0.38;12.0;7;w1371
10.7;0.22;0.56;8.2;0.044;37.0;181.0;0.998;2.87;0.68;9.5;6;w1372
10.7;0.22;0.56;8.2;0.044;37.0;181.0;0.998;2.87;0.68;9.5;6;w1373
6.9;0.23;0.34;2.7;0.032;24.0;121.0;0.9902;3.14;0.38;12.4;7;w1374
6.2;0.3;0.32;1.7;0.032;30.0;130.0;0.9911;3.28;0.41;11.2;7;w1375
6.9;0.27;0.41;1.7;0.047;6.0;134.0;0.9929;3.15;0.69;11.4;6;w1376
6.9;0.28;0.41;1.7;0.05;10.0;136.0;0.993;3.16;0.71;11.4;6;w1377
6.9;0.28;0.3;1.6;0.047;46.0;132.0;0.9918;3.35;0.38;11.1;7;w1378
6.9;0.46;0.2;0.9;0.054000000000000006;5.0;126.0;0.992;3.1;0.42;10.4;6;w1379
6.9;0.38;0.32;8.5;0.044;36.0;152.0;0.9932;3.38;0.35;12.0;7;w1380
5.7;0.43;0.3;5.7;0.039;24.0;98.0;0.992;3.54;0.61;12.3;7;w1381
6.6;0.56;0.16;3.1;0.045;28.0;92.0;0.994;3.12;0.35;9.1;6;w1382
7.1;0.36;0.56;1.3;0.046;25.0;102.0;0.9923;3.24;0.33;10.5;6;w1383
6.8;0.23;0.4;1.6;0.047;5.0;133.0;0.993;3.23;0.7;11.4;6;w1384
6.2;0.33;0.29;1.3;0.042;26.0;138.0;0.9956;3.77;0.64;9.5;5;w1385
5.6;0.49;0.13;4.5;0.039;17.0;116.0;0.9907;3.42;0.9;13.7;7;w1386
6.6;0.42;0.33;2.8;0.034;15.0;85.0;0.99;3.28;0.51;13.4;6;w1387
7.3;0.18;0.29;1.2;0.044;12.0;143.0;0.9918;3.2;0.48;11.3;7;w1388
